Time	Node	Type	Packets	
7.5	4	CacheHits	0
7.5	4	CacheMisses	0
7.5	5	CacheHits	0
7.5	5	CacheMisses	0
7.5	6	CacheHits	0
7.5	6	CacheMisses	0
7.5	7	CacheHits	0
7.5	7	CacheMisses	0
7.5	8	CacheHits	0
7.5	8	CacheMisses	0
7.5	9	CacheHits	0
7.5	9	CacheMisses	0
7.5	10	CacheHits	0
7.5	10	CacheMisses	0
7.5	11	CacheHits	0
7.5	11	CacheMisses	0
7.5	12	CacheHits	0
7.5	12	CacheMisses	0
7.5	13	CacheHits	0
7.5	13	CacheMisses	0
7.5	14	CacheHits	0
7.5	14	CacheMisses	0
7.5	15	CacheHits	0
7.5	15	CacheMisses	0
7.5	16	CacheHits	0
7.5	16	CacheMisses	0
7.5	17	CacheHits	0
7.5	17	CacheMisses	0
7.5	18	CacheHits	0
7.5	18	CacheMisses	0
7.5	19	CacheHits	0
7.5	19	CacheMisses	0
7.5	20	CacheHits	0
7.5	20	CacheMisses	0
7.5	21	CacheHits	0
7.5	21	CacheMisses	0
7.5	22	CacheHits	0
7.5	22	CacheMisses	0
7.5	23	CacheHits	0
7.5	23	CacheMisses	0
7.5	24	CacheHits	0
7.5	24	CacheMisses	0
7.5	25	CacheHits	0
7.5	25	CacheMisses	0
7.5	26	CacheHits	0
7.5	26	CacheMisses	0
7.5	27	CacheHits	0
7.5	27	CacheMisses	0
7.5	28	CacheHits	0
7.5	28	CacheMisses	0
7.5	29	CacheHits	0
7.5	29	CacheMisses	0
7.5	30	CacheHits	0
7.5	30	CacheMisses	0
7.5	31	CacheHits	0
7.5	31	CacheMisses	0
7.5	32	CacheHits	0
7.5	32	CacheMisses	0
7.5	33	CacheHits	0
7.5	33	CacheMisses	0
8	0	CacheHits	0
8	0	CacheMisses	2
8	1	CacheHits	0
8	1	CacheMisses	2
8	2	CacheHits	0
8	2	CacheMisses	2
