Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
15.249	3	0	1	LastDelay	0	0	1	1
16.2169	2	0	1	LastDelay	0.00338508	3385.08	1	1
16.249	3	0	1	LastDelay	0	0	1	1
17.2136	2	0	1	LastDelay	0	0	1	0
17.2525	3	0	1	LastDelay	0.00346296	3462.96	1	1
17.2893	1	0	1	LastDelay	0.00338527	3385.27	1	1
18.2136	2	0	1	LastDelay	0	0	1	0
18.249	3	0	1	LastDelay	0	0	1	1
18.2859	1	0	1	LastDelay	0	0	1	0
19.2396	0	0	1	LastDelay	0	0	1	1
19.249	3	0	1	LastDelay	0	0	1	1
19.2859	1	0	1	LastDelay	0	0	1	0
20.1612	4	0	1	LastDelay	0	0	1	2
20.2136	2	0	1	LastDelay	0	0	1	0
20.2396	0	0	1	LastDelay	0	0	1	1
20.249	3	0	1	LastDelay	0	0	1	1
20.2589	17	0	1	LastDelay	0.186064	186064	1	4
20.2589	28	0	1	LastDelay	0.374314	374314	1	4
20.2815	42	0	1	LastDelay	0	0	1	4
20.2893	1	0	1	LastDelay	0.00331969	3319.69	1	1
20.2952	23	0	1	LastDelay	0	0	1	4
20.3283	10	0	1	LastDelay	0	0	1	4
20.4143	22	0	1	LastDelay	0	0	1	4
20.4237	35	0	1	LastDelay	0	0	1	4
20.4318	29	0	1	LastDelay	0	0	1	4
20.4979	41	0	1	LastDelay	0	0	1	4
20.5432	34	0	1	LastDelay	0	0	1	4
20.5929	24	0	1	LastDelay	0	0	1	4
20.6283	30	0	1	LastDelay	0	0	1	4
20.8827	5	0	1	LastDelay	0	0	1	3
20.8846	28	0	1	LastDelay	0	0	1	0
20.9196	18	0	1	LastDelay	0	0	1	4
20.9897	36	0	1	LastDelay	0	0	1	4
21.0423	40	0	1	LastDelay	0	0	1	4
21.0676	16	0	1	LastDelay	0	0	1	4
21.0682	11	0	1	LastDelay	0	0	1	4
21.0728	17	0	1	LastDelay	0	0	1	0
21.1422	46	0	1	LastDelay	0	0	1	4
21.1612	4	0	1	LastDelay	0	0	1	2
21.1954	6	0	1	LastDelay	0	0	1	3
21.2136	2	0	1	LastDelay	0	0	1	0
21.2396	0	0	1	LastDelay	0	0	1	1
21.2485	12	0	1	LastDelay	0	0	1	4
21.249	3	0	1	LastDelay	0	0	1	1
21.2859	1	0	1	LastDelay	0	0	1	0
22.2396	0	0	1	LastDelay	0	0	1	1
22.249	3	0	1	LastDelay	0	0	1	1
22.2859	1	0	1	LastDelay	0	0	1	0
22.8899	5	0	1	LastDelay	0.00725767	7257.67	1	3
23.1612	4	0	1	LastDelay	0	0	1	2
23.2136	2	0	1	LastDelay	0	0	1	0
23.2396	0	0	1	LastDelay	0	0	1	1
23.249	3	0	1	LastDelay	0	0	1	1
23.2859	1	0	1	LastDelay	0	0	1	0
23.3011	11	0	1	LastDelay	0.232971	232971	1	4
23.3283	10	0	1	LastDelay	0	0	1	4
23.4143	22	0	1	LastDelay	0	0	1	4
23.4237	35	0	1	LastDelay	0	0	1	4
23.4318	29	0	1	LastDelay	0	0	1	4
23.4979	41	0	1	LastDelay	0	0	1	4
23.5432	34	0	1	LastDelay	0	0	1	4
23.5929	24	0	1	LastDelay	0	0	1	4
23.6283	30	0	1	LastDelay	0	0	1	4
23.8827	5	0	1	LastDelay	0	0	1	3
23.8846	28	0	1	LastDelay	0	0	1	0
23.9196	18	0	1	LastDelay	0	0	1	4
23.9897	36	0	1	LastDelay	0	0	1	4
24.0423	40	0	1	LastDelay	0	0	1	4
24.0676	16	0	1	LastDelay	0	0	1	4
24.0682	11	0	1	LastDelay	0	0	1	4
24.0728	17	0	1	LastDelay	0	0	1	0
24.1422	46	0	1	LastDelay	0	0	1	4
24.1612	4	0	1	LastDelay	0	0	1	2
24.1954	6	0	1	LastDelay	0	0	1	3
24.2396	0	0	1	LastDelay	0	0	1	1
24.2485	12	0	1	LastDelay	0	0	1	4
24.249	3	0	1	LastDelay	0	0	1	1
24.2815	42	0	1	LastDelay	0	0	1	4
24.2859	1	0	1	LastDelay	0	0	1	0
24.2952	23	0	1	LastDelay	0	0	1	4
24.4143	22	0	1	LastDelay	0	0	1	4
