Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
15.249	3	0	1	LastDelay	0	0	1	1
16.2527	3	0	1	LastDelay	0.00362105	3621.05	1	1
16.2527	2	0	1	LastDelay	0.0391094	39109.4	1	1
17.2136	2	0	1	LastDelay	0	0	1	0
17.249	3	0	1	LastDelay	0	0	1	0
17.2895	1	0	1	LastDelay	0.00351324	3513.24	1	1
18.2169	2	0	1	LastDelay	0.00335723	3357.23	1	1
18.2556	3	0	1	LastDelay	0.00650426	6504.26	1	1
18.2859	1	0	1	LastDelay	0	0	1	0
19.2136	2	0	1	LastDelay	0	0	1	0
19.2396	0	0	1	LastDelay	0	0	1	1
19.249	3	0	1	LastDelay	0	0	1	0
19.3283	10	0	1	LastDelay	0	0	1	3
19.4143	22	0	1	LastDelay	0	0	1	3
19.4237	35	0	1	LastDelay	0	0	1	3
19.4318	29	0	1	LastDelay	0	0	1	3
19.4979	41	0	1	LastDelay	0	0	1	3
19.5432	34	0	1	LastDelay	0	0	1	3
19.5929	24	0	1	LastDelay	0	0	1	3
19.6283	30	0	1	LastDelay	0	0	1	3
19.8827	5	0	1	LastDelay	0	0	1	2
19.9196	18	0	1	LastDelay	0	0	1	3
19.9897	36	0	1	LastDelay	0	0	1	3
20.0423	40	0	1	LastDelay	0	0	1	3
20.0676	16	0	1	LastDelay	0	0	1	3
20.0682	11	0	1	LastDelay	0	0	1	3
20.1422	46	0	1	LastDelay	0	0	1	3
20.1612	4	0	1	LastDelay	0	0	1	2
20.1954	6	0	1	LastDelay	0	0	1	3
20.2431	0	0	1	LastDelay	0.00340903	3409.03	1	1
20.2485	12	0	1	LastDelay	0	0	1	3
20.2524	3	0	1	LastDelay	0.0033561	3356.1	1	1
20.2815	42	0	1	LastDelay	0	0	1	3
20.2893	1	0	1	LastDelay	0.0033306	3330.6	1	1
20.2952	23	0	1	LastDelay	0	0	1	3
21.1677	4	0	1	LastDelay	0.00650442	6504.42	1	1
21.2169	2	0	1	LastDelay	0.00333007	3330.07	1	1
21.2396	0	0	1	LastDelay	0	0	1	0
21.249	3	0	1	LastDelay	0	0	1	0
21.2859	1	0	1	LastDelay	0	0	1	0
22.1612	4	0	1	LastDelay	0	0	1	0
22.2136	2	0	1	LastDelay	0	0	1	0
23.2893	1	0	1	LastDelay	0.00336923	3369.23	1	1
24.1646	4	0	1	LastDelay	0.00333076	3330.76	1	1
24.2169	2	0	1	LastDelay	0.0033308	3330.8	1	1
24.2859	1	0	1	LastDelay	0	0	1	0
25.1612	4	0	1	LastDelay	0	0	1	0
25.2136	2	0	1	LastDelay	0	0	1	0
27.2926	21	0	1	LastDelay	0	0	1	2
27.2928	1	0	1	LastDelay	0.00689274	6892.74	1	1
27.3302	15	0	1	LastDelay	0	0	1	3
27.3675	9	0	1	LastDelay	0	0	1	1
27.5023	33	0	1	LastDelay	0	0	1	2
27.5338	45	0	1	LastDelay	0	0	1	2
27.8474	8	0	1	LastDelay	0	0	1	1
27.8892	5	0	1	LastDelay	0.00649634	6496.34	1	1
27.8926	39	0	1	LastDelay	0	0	1	3
28.0205	27	0	1	LastDelay	0	0	1	3
28.1646	4	0	1	LastDelay	0.00336932	3369.32	1	1
28.2859	1	0	1	LastDelay	0	0	1	0
28.3739	9	0	1	LastDelay	0.00645215	6452.15	1	1
28.8508	8	0	1	LastDelay	0.00340872	3408.72	1	1
28.8827	5	0	1	LastDelay	0	0	1	0
29.1612	4	0	1	LastDelay	0	0	1	0
29.243	0	0	1	LastDelay	0.0033561	3356.1	1	1
29.3675	9	0	1	LastDelay	0	0	1	0
29.8474	8	0	1	LastDelay	0	0	1	0
29.8868	7	0	1	LastDelay	0.636763	636763	1	1
30.2396	0	0	1	LastDelay	0	0	1	0
30.25	7	0	1	LastDelay	0	0	1	0
31.2534	7	0	1	LastDelay	0.00337003	3370.03	1	1
31.3708	9	0	1	LastDelay	0.00333109	3331.09	1	1
32.1646	4	0	1	LastDelay	0.00333093	3330.93	1	1
32.243	0	0	1	LastDelay	0.0033431	3343.1	1	1
32.25	7	0	1	LastDelay	0	0	1	0
32.3675	9	0	1	LastDelay	0	0	1	0
33.1612	4	0	1	LastDelay	0	0	1	0
33.2396	0	0	1	LastDelay	0	0	1	0
33.3713	9	0	1	LastDelay	0.0037903	3790.3	1	1
34.1987	6	0	1	LastDelay	0.00333057	3330.57	1	1
34.243	0	0	1	LastDelay	0.0033301	3330.1	1	1
34.2893	1	0	1	LastDelay	0.00338266	3382.66	1	1
34.3675	9	0	1	LastDelay	0	0	1	0
34.8577	8	0	1	LastDelay	0.0102866	10286.6	1	1
34.886	5	0	1	LastDelay	0.00334305	3343.05	1	1
35.1742	11	0	1	LastDelay	0.106049	106049	1	1
35.1954	6	0	1	LastDelay	0	0	1	0
35.2396	0	0	1	LastDelay	0	0	1	0
35.2552	7	0	1	LastDelay	0.00518781	5187.81	1	1
35.2859	1	0	1	LastDelay	0	0	1	0
35.8474	8	0	1	LastDelay	0	0	1	0
35.8827	5	0	1	LastDelay	0	0	1	0
36.0682	11	0	1	LastDelay	0	0	1	0
36.25	7	0	1	LastDelay	0	0	1	0
39.1987	6	0	1	LastDelay	0.0033302	3330.2	1	1
39.3316	10	0	1	LastDelay	0.00335609	3356.09	1	1
40.1954	6	0	1	LastDelay	0	0	1	0
40.199	32	0	1	LastDelay	0	0	1	2
40.2443	44	0	1	LastDelay	0	0	1	3
40.2895	1	0	1	LastDelay	0.00354653	3546.53	1	1
40.3283	10	0	1	LastDelay	0	0	1	0
40.3681	20	0	1	LastDelay	0	0	1	2
40.9429	14	0	1	LastDelay	0	0	1	1
40.9782	38	0	1	LastDelay	0	0	1	3
41.1646	4	0	1	LastDelay	0.00333019	3330.19	1	1
41.173	26	0	1	LastDelay	0	0	1	3
41.1987	6	0	1	LastDelay	0.00334311	3343.11	1	1
41.2503	7	0	1	LastDelay	0.000258882	258.882	1	1
41.2859	1	0	1	LastDelay	0	0	1	0
41.3316	10	0	1	LastDelay	0.00334317	3343.17	1	1
41.3316	15	0	1	LastDelay	0.00146015	1460.15	1	1
41.9494	14	0	1	LastDelay	0.00645193	6451.94	1	1
42.0719	11	0	1	LastDelay	0.00375766	3757.66	1	1
42.1612	4	0	1	LastDelay	0	0	1	0
42.1954	6	0	1	LastDelay	0	0	1	0
42.243	0	0	1	LastDelay	0.00333082	3330.82	1	1
42.25	7	0	1	LastDelay	0	0	1	0
42.253	12	0	1	LastDelay	0.00458679	4586.79	1	1
42.2893	1	0	1	LastDelay	0.00335675	3356.75	1	1
42.3283	10	0	1	LastDelay	0	0	1	0
42.3302	15	0	1	LastDelay	0	0	1	0
