Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
11.9318	3	0	1	LastDelay	0.00375567	3755.67	1	1
12.0992	45	0	1	LastDelay	0.883351	883351	1	1
12.0992	93	0	1	LastDelay	0.00306377	3063.77	1	1
12.1505	38	0	1	LastDelay	0.00865032	8650.32	1	1
12.1505	49	0	1	LastDelay	0.00509983	5099.84	1	1
12.2159	45	0	1	LastDelay	0	0	1	0
12.2279	22	0	1	LastDelay	0.0368877	36887.7	1	1
12.2279	15	0	1	LastDelay	0.0750546	75054.6	1	1
12.2361	7	0	1	LastDelay	0.0122487	12248.7	1	1
12.3709	73	0	1	LastDelay	0.000662091	662.091	1	1
12.3709	97	0	1	LastDelay	0.00796303	7963.03	1	1
12.3982	89	0	1	LastDelay	0.0170856	17085.6	1	1
12.3982	105	0	1	LastDelay	0.0186732	18673.2	1	1
12.5757	109	0	1	LastDelay	0.003319	3319	1	1
12.6405	26	0	1	LastDelay	0.003306	3306	1	1
12.655	57	0	1	LastDelay	0.00197791	1977.91	1	1
12.8634	77	0	1	LastDelay	0.003769	3769	1	1
12.89	81	0	1	LastDelay	0.0255532	25553.2	1	1
12.9206	41	0	1	LastDelay	0.00702689	7026.89	1	1
12.9281	3	0	1	LastDelay	0	0	1	0
13.0118	117	0	1	LastDelay	0.00352465	3524.65	1	1
13.0383	11	0	1	LastDelay	0.00293929	2939.3	1	1
13.0962	93	0	1	LastDelay	0	0	1	0
13.1317	127	0	1	LastDelay	0.00102471	1024.71	1	1
13.1419	38	0	1	LastDelay	0	0	1	0
13.1454	49	0	1	LastDelay	0	0	1	0
13.1529	15	0	1	LastDelay	0	0	1	0
13.1857	18	0	1	LastDelay	0.003306	3306	1	1
13.1911	22	0	1	LastDelay	0	0	1	0
13.2239	7	0	1	LastDelay	0	0	1	0
13.2258	45	0	1	LastDelay	0.00994052	9940.51	1	1
13.2725	69	0	1	LastDelay	0.0102737	10273.7	1	1
13.3196	131	0	1	LastDelay	0.00784862	7848.62	1	1
13.3629	97	0	1	LastDelay	0	0	1	0
13.3702	73	0	1	LastDelay	0	0	1	0
13.3795	105	0	1	LastDelay	0	0	1	0
13.3811	89	0	1	LastDelay	0	0	1	0
13.4813	65	0	1	LastDelay	0.000438212	438.212	1	1
13.552	53	0	1	LastDelay	0.010031	10031	1	1
13.5724	109	0	1	LastDelay	0	0	1	0
13.6372	26	0	1	LastDelay	0	0	1	0
13.6531	57	0	1	LastDelay	0	0	1	0
13.7892	61	0	1	LastDelay	0.003319	3319	1	1
13.8597	77	0	1	LastDelay	0	0	1	0
13.8645	81	0	1	LastDelay	0	0	1	0
