Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
18.9659	3	0	1	LastDelay	0	0	1	1
19.8878	2	0	1	LastDelay	0	0	1	1
19.951	7	0	1	LastDelay	0	0	1	2
19.9659	3	0	1	LastDelay	0	0	1	1
20.0851	1	0	1	LastDelay	0.00335881	3358.81	1	2
20.3029	6	0	1	LastDelay	0	0	1	2
20.8878	2	0	1	LastDelay	0	0	1	1
20.951	7	0	1	LastDelay	0	0	1	2
20.9659	3	0	1	LastDelay	0	0	1	1
21.0818	1	0	1	LastDelay	0	0	1	0
21.7926	0	0	1	LastDelay	0.00648182	6481.82	1	2
21.8878	2	0	1	LastDelay	0	0	1	1
21.951	7	0	1	LastDelay	0	0	1	2
21.9659	3	0	1	LastDelay	0	0	1	1
22.0818	1	0	1	LastDelay	0	0	1	0
22.27	10	0	1	LastDelay	0.00367494	3674.94	1	3
22.3029	6	0	1	LastDelay	0	0	1	2
22.7861	0	0	1	LastDelay	0	0	1	0
22.8878	2	0	1	LastDelay	0	0	1	1
22.9543	7	0	1	LastDelay	0.00330609	3306.09	1	2
22.9543	11	0	1	LastDelay	0.759283	759283	1	2
22.9659	3	0	1	LastDelay	0	0	1	1
22.9854	4	0	1	LastDelay	0	0	1	1
23.0818	1	0	1	LastDelay	0	0	1	0
23.1223	8	0	1	LastDelay	0.00331936	3319.36	1	2
23.195	11	0	1	LastDelay	0	0	1	0
23.2663	10	0	1	LastDelay	0	0	1	0
23.3029	6	0	1	LastDelay	0	0	1	2
23.7861	0	0	1	LastDelay	0	0	1	0
23.8878	2	0	1	LastDelay	0	0	1	1
23.951	7	0	1	LastDelay	0	0	1	2
23.9659	3	0	1	LastDelay	0	0	1	1
23.9854	4	0	1	LastDelay	0	0	1	1
24.0851	1	0	1	LastDelay	0.00331947	3319.47	1	2
24.119	8	0	1	LastDelay	0	0	1	0
24.195	11	0	1	LastDelay	0	0	1	0
24.2663	10	0	1	LastDelay	0	0	1	0
24.3029	6	0	1	LastDelay	0	0	1	2
24.3168	12	0	1	LastDelay	0	0	1	1
24.7861	0	0	1	LastDelay	0	0	1	0
24.8694	5	0	1	LastDelay	0.00648177	6481.77	1	3
24.8878	2	0	1	LastDelay	0	0	1	1
24.951	7	0	1	LastDelay	0	0	1	2
24.9659	3	0	1	LastDelay	0	0	1	1
24.9854	4	0	1	LastDelay	0	0	1	1
25.0818	1	0	1	LastDelay	0	0	1	0
25.119	8	0	1	LastDelay	0	0	1	0
25.195	11	0	1	LastDelay	0	0	1	0
25.2663	10	0	1	LastDelay	0	0	1	0
25.3029	6	0	1	LastDelay	0	0	1	2
25.4406	9	0	1	LastDelay	0.0033586	3358.6	1	1
25.7861	0	0	1	LastDelay	0	0	1	0
25.863	5	0	1	LastDelay	0	0	1	0
25.8878	2	0	1	LastDelay	0	0	1	1
25.951	7	0	1	LastDelay	0	0	1	2
25.9659	3	0	1	LastDelay	0	0	1	1
25.9887	4	0	1	LastDelay	0.00331975	3319.75	1	3
25.998	14	0	1	LastDelay	0.937875	937875	1	2
26.0382	15	0	1	LastDelay	0.00654683	6546.83	1	2
26.0601	14	0	1	LastDelay	0	0	1	0
26.0818	1	0	1	LastDelay	0	0	1	0
26.119	8	0	1	LastDelay	0	0	1	0
26.195	11	0	1	LastDelay	0	0	1	0
26.2663	10	0	1	LastDelay	0	0	1	0
26.3029	6	0	1	LastDelay	0	0	1	2
26.3201	12	0	1	LastDelay	0.00334556	3345.56	1	1
26.4373	9	0	1	LastDelay	0	0	1	0
26.6874	20	0	1	LastDelay	0.00334556	3345.56	1	1
26.7861	0	0	1	LastDelay	0	0	1	0
26.863	5	0	1	LastDelay	0	0	1	0
26.8878	2	0	1	LastDelay	0	0	1	1
26.951	7	0	1	LastDelay	0	0	1	2
26.9659	3	0	1	LastDelay	0	0	1	1
26.9854	4	0	1	LastDelay	0	0	1	1
27.0316	15	0	1	LastDelay	0	0	1	0
27.119	8	0	1	LastDelay	0	0	1	0
27.1476	16	0	1	LastDelay	0.00335866	3358.66	1	2
27.195	11	0	1	LastDelay	0	0	1	0
27.2663	10	0	1	LastDelay	0	0	1	0
27.3029	6	0	1	LastDelay	0	0	1	2
27.3168	12	0	1	LastDelay	0	0	1	1
27.4406	9	0	1	LastDelay	0.00333254	3332.54	1	1
27.6841	20	0	1	LastDelay	0	0	1	0
27.7861	0	0	1	LastDelay	0	0	1	0
27.863	5	0	1	LastDelay	0	0	1	0
27.8878	2	0	1	LastDelay	0	0	1	1
27.951	7	0	1	LastDelay	0	0	1	2
27.9659	3	0	1	LastDelay	0	0	1	1
27.9854	4	0	1	LastDelay	0	0	1	1
28.0316	15	0	1	LastDelay	0	0	1	0
28.0666	14	0	1	LastDelay	0.00644278	6442.78	1	3
28.0818	1	0	1	LastDelay	0	0	1	0
28.1074	19	0	1	LastDelay	0	0	1	2
28.119	8	0	1	LastDelay	0	0	1	0
28.1442	16	0	1	LastDelay	0	0	1	0
28.195	11	0	1	LastDelay	0	0	1	0
28.2663	10	0	1	LastDelay	0	0	1	0
28.3029	6	0	1	LastDelay	0	0	1	2
28.3168	12	0	1	LastDelay	0	0	1	1
28.4373	9	0	1	LastDelay	0	0	1	0
28.6841	20	0	1	LastDelay	0	0	1	0
28.7286	23	0	1	LastDelay	0	0	1	3
28.7861	0	0	1	LastDelay	0	0	1	0
28.863	5	0	1	LastDelay	0	0	1	0
28.9355	82	0	1	LastDelay	0	0	1	4
