Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
11.6334	3	0	1	LastDelay	0.00369067	3690.67	1	1
11.68	83	0	1	LastDelay	0.298855	298855	1	2
11.68	132	0	1	LastDelay	0.316551	316551	1	2
11.6999	11	0	1	LastDelay	0.00375683	3756.83	1	1
11.6999	30	0	1	LastDelay	0.39031	390310	1	1
11.6999	125	0	1	LastDelay	0.38817	388170	1	1
11.6999	129	0	1	LastDelay	0.534548	534548	1	1
11.7468	113	0	1	LastDelay	0	0	1	1
11.7627	65	0	1	LastDelay	0	0	1	1
11.7859	55	0	1	LastDelay	0	0	1	2
11.8027	34	0	1	LastDelay	0	0	1	1
11.8224	95	0	1	LastDelay	0	0	1	2
11.8255	109	0	1	LastDelay	0	0	1	1
11.8443	108	0	1	LastDelay	0	0	1	2
11.8597	71	0	1	LastDelay	0	0	1	2
11.8645	75	0	1	LastDelay	0	0	1	2
11.8656	60	0	1	LastDelay	0	0	1	1
11.878	57	0	1	LastDelay	0	0	1	1
11.8809	81	0	1	LastDelay	0	0	1	1
11.8881	77	0	1	LastDelay	0	0	1	1
11.9135	35	0	1	LastDelay	0	0	1	2
11.9204	69	0	1	LastDelay	0	0	1	1
11.9486	18	0	1	LastDelay	0	0	1	1
11.9698	120	0	1	LastDelay	0	0	1	2
12.0347	7	0	1	LastDelay	0	0	1	1
12.0392	124	0	1	LastDelay	0	0	1	2
12.0537	112	0	1	LastDelay	0	0	1	2
12.0919	79	0	1	LastDelay	0	0	1	2
12.0962	87	0	1	LastDelay	0	0	1	2
12.1158	117	0	1	LastDelay	0	0	1	1
12.1262	100	0	1	LastDelay	0	0	1	2
12.1306	121	0	1	LastDelay	0	0	1	1
12.1348	14	0	1	LastDelay	0	0	1	2
12.1454	43	0	1	LastDelay	0	0	1	2
12.1623	15	0	1	LastDelay	0	0	1	1
12.1653	129	0	1	LastDelay	0	0	1	0
12.2029	26	0	1	LastDelay	0	0	1	1
12.2147	89	0	1	LastDelay	0	0	1	1
12.2159	39	0	1	LastDelay	0	0	1	2
12.2297	104	0	1	LastDelay	0	0	1	2
12.232	85	0	1	LastDelay	0	0	1	1
12.2623	63	0	1	LastDelay	0	0	1	2
